starttime,seconds,ctime,dtime,ttime,wait
Sun Dec 12 15:16:04 2021,1639340164,0,613,613,610
Sun Dec 12 15:15:58 2021,1639340158,0,614,614,614
Sun Dec 12 15:16:02 2021,1639340162,0,616,616,614
Sun Dec 12 15:16:04 2021,1639340164,0,616,616,615
Sun Dec 12 15:16:00 2021,1639340160,0,617,617,609
Sun Dec 12 15:15:58 2021,1639340158,0,617,617,616
Sun Dec 12 15:15:52 2021,1639340152,0,617,617,617
Sun Dec 12 15:16:03 2021,1639340163,0,618,618,617
Sun Dec 12 15:15:56 2021,1639340156,0,619,619,618
Sun Dec 12 15:15:51 2021,1639340151,0,621,621,618
Sun Dec 12 15:16:03 2021,1639340163,0,621,621,620
Sun Dec 12 15:15:50 2021,1639340150,0,622,622,607
Sun Dec 12 15:15:55 2021,1639340155,0,625,625,624
Sun Dec 12 15:15:50 2021,1639340150,0,629,629,601
Sun Dec 12 15:15:56 2021,1639340156,0,630,630,628
Sun Dec 12 15:15:55 2021,1639340155,0,630,630,629
Sun Dec 12 15:15:59 2021,1639340159,0,630,630,620
Sun Dec 12 15:15:52 2021,1639340152,0,631,631,630
Sun Dec 12 15:15:52 2021,1639340152,0,633,633,632
Sun Dec 12 15:15:53 2021,1639340153,0,633,633,630
Sun Dec 12 15:15:58 2021,1639340158,0,634,634,628
Sun Dec 12 15:15:50 2021,1639340150,0,634,634,630
Sun Dec 12 15:15:50 2021,1639340150,0,636,636,635
Sun Dec 12 15:16:03 2021,1639340163,0,636,636,635
Sun Dec 12 15:16:04 2021,1639340164,0,636,636,636
Sun Dec 12 15:15:50 2021,1639340150,0,639,639,638
Sun Dec 12 15:15:58 2021,1639340158,0,639,640,639
Sun Dec 12 15:15:49 2021,1639340149,0,640,640,635
Sun Dec 12 15:16:04 2021,1639340164,0,640,640,636
Sun Dec 12 15:15:50 2021,1639340150,0,640,640,640
Sun Dec 12 15:16:00 2021,1639340160,0,641,641,641
Sun Dec 12 15:15:57 2021,1639340157,0,642,642,642
Sun Dec 12 15:16:00 2021,1639340160,0,642,642,640
Sun Dec 12 15:16:02 2021,1639340162,0,643,643,637
Sun Dec 12 15:15:56 2021,1639340156,0,644,644,643
Sun Dec 12 15:15:48 2021,1639340148,1,643,644,630
Sun Dec 12 15:16:01 2021,1639340161,0,645,645,645
Sun Dec 12 15:16:04 2021,1639340164,0,646,646,644
Sun Dec 12 15:15:57 2021,1639340157,0,646,646,645
Sun Dec 12 15:15:53 2021,1639340153,0,649,649,648
Sun Dec 12 15:15:59 2021,1639340159,0,649,650,647
Sun Dec 12 15:15:53 2021,1639340153,0,650,650,645
Sun Dec 12 15:15:56 2021,1639340156,0,650,650,650
Sun Dec 12 15:16:04 2021,1639340164,0,653,653,652
Sun Dec 12 15:15:58 2021,1639340158,0,654,654,653
Sun Dec 12 15:15:56 2021,1639340156,0,654,654,643
Sun Dec 12 15:15:52 2021,1639340152,0,655,655,655
Sun Dec 12 15:15:56 2021,1639340156,0,655,655,654
Sun Dec 12 15:15:56 2021,1639340156,0,655,655,654
Sun Dec 12 15:16:04 2021,1639340164,0,656,656,649
Sun Dec 12 15:16:02 2021,1639340162,0,657,657,642
Sun Dec 12 15:15:53 2021,1639340153,0,659,659,623
Sun Dec 12 15:16:03 2021,1639340163,0,659,659,654
Sun Dec 12 15:15:57 2021,1639340157,0,659,659,659
Sun Dec 12 15:16:00 2021,1639340160,0,659,659,659
Sun Dec 12 15:16:04 2021,1639340164,0,659,659,659
Sun Dec 12 15:15:52 2021,1639340152,0,661,661,660
Sun Dec 12 15:16:03 2021,1639340163,0,661,661,661
Sun Dec 12 15:16:03 2021,1639340163,0,661,661,661
Sun Dec 12 15:15:56 2021,1639340156,0,662,662,647
Sun Dec 12 15:15:54 2021,1639340154,0,663,663,660
Sun Dec 12 15:15:55 2021,1639340155,0,663,663,662
Sun Dec 12 15:15:55 2021,1639340155,0,663,663,662
Sun Dec 12 15:15:58 2021,1639340158,0,664,664,663
Sun Dec 12 15:15:56 2021,1639340156,0,665,665,664
Sun Dec 12 15:16:01 2021,1639340161,0,665,665,655
Sun Dec 12 15:15:57 2021,1639340157,0,665,665,665
Sun Dec 12 15:16:01 2021,1639340161,0,665,665,665
Sun Dec 12 15:15:50 2021,1639340150,0,666,666,654
Sun Dec 12 15:16:02 2021,1639340162,0,666,666,665
Sun Dec 12 15:15:50 2021,1639340150,0,668,668,667
Sun Dec 12 15:15:53 2021,1639340153,0,668,668,627
Sun Dec 12 15:16:02 2021,1639340162,0,668,668,668
Sun Dec 12 15:15:55 2021,1639340155,0,668,669,660
Sun Dec 12 15:16:03 2021,1639340163,0,670,670,662
Sun Dec 12 15:16:03 2021,1639340163,0,670,670,670
Sun Dec 12 15:15:52 2021,1639340152,0,671,671,645
Sun Dec 12 15:15:50 2021,1639340150,0,671,671,657
Sun Dec 12 15:15:51 2021,1639340151,0,672,672,664
Sun Dec 12 15:16:03 2021,1639340163,0,672,672,671
Sun Dec 12 15:15:52 2021,1639340152,0,673,673,664
Sun Dec 12 15:15:52 2021,1639340152,0,675,675,674
Sun Dec 12 15:16:00 2021,1639340160,0,678,678,658
Sun Dec 12 15:15:59 2021,1639340159,0,680,680,678
Sun Dec 12 15:15:57 2021,1639340157,0,680,681,677
Sun Dec 12 15:15:56 2021,1639340156,0,681,681,681
Sun Dec 12 15:15:58 2021,1639340158,0,681,682,656
Sun Dec 12 15:15:52 2021,1639340152,0,682,682,681
Sun Dec 12 15:15:58 2021,1639340158,0,682,682,681
Sun Dec 12 15:15:55 2021,1639340155,0,684,684,684
Sun Dec 12 15:15:57 2021,1639340157,0,684,684,684
Sun Dec 12 15:16:01 2021,1639340161,0,685,685,684
Sun Dec 12 15:15:56 2021,1639340156,0,685,686,683
Sun Dec 12 15:15:57 2021,1639340157,0,686,686,685
Sun Dec 12 15:15:52 2021,1639340152,0,686,686,664
Sun Dec 12 15:16:04 2021,1639340164,0,686,686,658
Sun Dec 12 15:15:51 2021,1639340151,0,687,687,679
Sun Dec 12 15:16:01 2021,1639340161,0,687,687,686
Sun Dec 12 15:16:01 2021,1639340161,0,687,687,686
Sun Dec 12 15:15:54 2021,1639340154,0,688,688,671
Sun Dec 12 15:15:49 2021,1639340149,0,688,688,688
Sun Dec 12 15:15:49 2021,1639340149,0,689,689,687
Sun Dec 12 15:15:56 2021,1639340156,0,690,690,681
Sun Dec 12 15:15:57 2021,1639340157,0,690,690,682
Sun Dec 12 15:15:58 2021,1639340158,0,690,691,672
Sun Dec 12 15:15:54 2021,1639340154,0,692,692,686
Sun Dec 12 15:16:00 2021,1639340160,0,692,692,646
Sun Dec 12 15:15:52 2021,1639340152,0,692,692,680
Sun Dec 12 15:15:50 2021,1639340150,0,694,694,663
Sun Dec 12 15:15:56 2021,1639340156,0,696,696,696
Sun Dec 12 15:15:53 2021,1639340153,0,697,697,696
Sun Dec 12 15:15:55 2021,1639340155,0,697,697,696
Sun Dec 12 15:15:51 2021,1639340151,0,697,697,687
Sun Dec 12 15:16:00 2021,1639340160,0,697,697,694
Sun Dec 12 15:15:54 2021,1639340154,0,698,698,689
Sun Dec 12 15:15:59 2021,1639340159,0,698,699,697
Sun Dec 12 15:15:49 2021,1639340149,0,700,700,693
Sun Dec 12 15:15:50 2021,1639340150,0,700,700,697
Sun Dec 12 15:15:49 2021,1639340149,0,702,702,697
Sun Dec 12 15:15:57 2021,1639340157,0,702,702,700
Sun Dec 12 15:16:01 2021,1639340161,0,703,703,702
Sun Dec 12 15:15:50 2021,1639340150,0,703,703,701
Sun Dec 12 15:15:54 2021,1639340154,0,704,704,697
Sun Dec 12 15:15:59 2021,1639340159,0,706,706,706
Sun Dec 12 15:15:56 2021,1639340156,0,708,708,683
Sun Dec 12 15:15:54 2021,1639340154,0,708,708,685
Sun Dec 12 15:15:50 2021,1639340150,0,708,708,708
Sun Dec 12 15:16:01 2021,1639340161,0,708,708,708
Sun Dec 12 15:16:01 2021,1639340161,0,709,710,709
Sun Dec 12 15:16:01 2021,1639340161,0,711,711,710
Sun Dec 12 15:15:59 2021,1639340159,0,711,711,711
Sun Dec 12 15:15:51 2021,1639340151,0,712,712,712
Sun Dec 12 15:15:57 2021,1639340157,0,713,713,707
Sun Dec 12 15:16:01 2021,1639340161,0,713,713,712
Sun Dec 12 15:16:02 2021,1639340162,0,713,713,711
Sun Dec 12 15:15:57 2021,1639340157,0,714,714,713
Sun Dec 12 15:15:55 2021,1639340155,0,715,715,714
Sun Dec 12 15:15:59 2021,1639340159,0,719,719,702
Sun Dec 12 15:15:51 2021,1639340151,0,719,719,714
Sun Dec 12 15:15:51 2021,1639340151,0,720,720,700
Sun Dec 12 15:15:54 2021,1639340154,0,720,720,707
Sun Dec 12 15:16:00 2021,1639340160,0,720,720,720
Sun Dec 12 15:15:55 2021,1639340155,0,721,721,720
Sun Dec 12 15:15:59 2021,1639340159,0,721,721,718
Sun Dec 12 15:15:54 2021,1639340154,0,721,721,719
Sun Dec 12 15:15:55 2021,1639340155,0,723,723,721
Sun Dec 12 15:16:04 2021,1639340164,0,723,723,678
Sun Dec 12 15:15:55 2021,1639340155,0,724,724,724
Sun Dec 12 15:15:50 2021,1639340150,0,726,726,725
Sun Dec 12 15:15:54 2021,1639340154,0,726,726,723
Sun Dec 12 15:16:03 2021,1639340163,0,726,726,721
Sun Dec 12 15:15:57 2021,1639340157,0,727,727,718
Sun Dec 12 15:15:55 2021,1639340155,0,727,727,726
Sun Dec 12 15:16:04 2021,1639340164,0,728,728,727
Sun Dec 12 15:15:56 2021,1639340156,0,728,728,728
Sun Dec 12 15:15:56 2021,1639340156,0,730,730,726
Sun Dec 12 15:15:54 2021,1639340154,0,730,730,726
Sun Dec 12 15:15:54 2021,1639340154,0,731,731,713
Sun Dec 12 15:15:50 2021,1639340150,0,731,731,730
Sun Dec 12 15:15:57 2021,1639340157,0,731,731,727
Sun Dec 12 15:16:01 2021,1639340161,0,734,734,733
Sun Dec 12 15:16:01 2021,1639340161,0,735,736,730
Sun Dec 12 15:16:01 2021,1639340161,0,736,736,735
Sun Dec 12 15:15:54 2021,1639340154,0,737,737,724
Sun Dec 12 15:15:51 2021,1639340151,0,739,739,734
Sun Dec 12 15:15:57 2021,1639340157,0,740,740,738
Sun Dec 12 15:16:03 2021,1639340163,0,740,740,727
Sun Dec 12 15:15:55 2021,1639340155,0,740,741,740
Sun Dec 12 15:15:53 2021,1639340153,0,741,741,740
Sun Dec 12 15:15:51 2021,1639340151,0,741,741,738
Sun Dec 12 15:15:50 2021,1639340150,0,741,741,741
Sun Dec 12 15:15:53 2021,1639340153,0,743,743,743
Sun Dec 12 15:15:59 2021,1639340159,0,744,744,739
Sun Dec 12 15:15:50 2021,1639340150,0,745,745,715
Sun Dec 12 15:15:51 2021,1639340151,0,745,745,744
Sun Dec 12 15:15:53 2021,1639340153,0,745,745,740
Sun Dec 12 15:15:52 2021,1639340152,0,746,746,740
Sun Dec 12 15:15:58 2021,1639340158,0,748,748,747
Sun Dec 12 15:15:51 2021,1639340151,0,748,748,735
Sun Dec 12 15:15:54 2021,1639340154,0,749,749,748
Sun Dec 12 15:15:55 2021,1639340155,0,751,751,750
Sun Dec 12 15:15:59 2021,1639340159,0,751,751,721
Sun Dec 12 15:15:55 2021,1639340155,0,751,751,731
Sun Dec 12 15:15:50 2021,1639340150,0,753,753,734
Sun Dec 12 15:15:52 2021,1639340152,0,753,753,752
Sun Dec 12 15:15:50 2021,1639340150,0,754,754,753
Sun Dec 12 15:15:57 2021,1639340157,0,754,754,752
Sun Dec 12 15:15:51 2021,1639340151,0,754,755,754
Sun Dec 12 15:15:59 2021,1639340159,0,755,755,754
Sun Dec 12 15:15:53 2021,1639340153,0,755,755,753
Sun Dec 12 15:15:54 2021,1639340154,0,757,757,756
Sun Dec 12 15:15:51 2021,1639340151,0,757,757,757
Sun Dec 12 15:15:56 2021,1639340156,0,759,759,748
Sun Dec 12 15:15:53 2021,1639340153,0,760,760,756
Sun Dec 12 15:15:59 2021,1639340159,0,760,760,760
Sun Dec 12 15:16:01 2021,1639340161,0,761,761,747
Sun Dec 12 15:15:57 2021,1639340157,0,762,762,755
Sun Dec 12 15:16:02 2021,1639340162,0,762,762,756
Sun Dec 12 15:16:00 2021,1639340160,0,763,763,756
Sun Dec 12 15:15:50 2021,1639340150,0,763,763,762
Sun Dec 12 15:16:02 2021,1639340162,0,764,764,757
Sun Dec 12 15:15:50 2021,1639340150,0,764,764,744
Sun Dec 12 15:15:51 2021,1639340151,0,764,764,764
Sun Dec 12 15:15:52 2021,1639340152,0,766,766,766
Sun Dec 12 15:16:00 2021,1639340160,0,767,767,761
Sun Dec 12 15:15:54 2021,1639340154,0,767,767,758
Sun Dec 12 15:15:59 2021,1639340159,0,768,768,767
Sun Dec 12 15:15:54 2021,1639340154,0,770,770,750
Sun Dec 12 15:15:56 2021,1639340156,0,770,770,770
Sun Dec 12 15:16:02 2021,1639340162,0,770,770,770
Sun Dec 12 15:15:54 2021,1639340154,0,771,771,768
Sun Dec 12 15:15:53 2021,1639340153,0,772,772,770
Sun Dec 12 15:15:54 2021,1639340154,0,773,773,772
Sun Dec 12 15:16:01 2021,1639340161,0,773,773,771
Sun Dec 12 15:15:56 2021,1639340156,0,775,775,768
Sun Dec 12 15:16:03 2021,1639340163,0,776,776,766
Sun Dec 12 15:15:51 2021,1639340151,0,776,776,772
Sun Dec 12 15:15:53 2021,1639340153,0,776,776,761
Sun Dec 12 15:15:56 2021,1639340156,0,778,778,770
Sun Dec 12 15:15:56 2021,1639340156,0,778,778,777
Sun Dec 12 15:16:01 2021,1639340161,0,778,778,774
Sun Dec 12 15:16:04 2021,1639340164,0,778,778,759
Sun Dec 12 15:15:54 2021,1639340154,0,779,779,779
Sun Dec 12 15:15:55 2021,1639340155,0,780,780,775
Sun Dec 12 15:16:02 2021,1639340162,0,780,780,779
Sun Dec 12 15:15:57 2021,1639340157,0,781,781,781
Sun Dec 12 15:15:55 2021,1639340155,0,784,784,771
Sun Dec 12 15:15:56 2021,1639340156,0,785,785,783
Sun Dec 12 15:15:55 2021,1639340155,0,786,786,758
Sun Dec 12 15:16:01 2021,1639340161,0,786,786,771
Sun Dec 12 15:15:54 2021,1639340154,0,788,788,781
Sun Dec 12 15:15:53 2021,1639340153,0,789,789,788
Sun Dec 12 15:15:56 2021,1639340156,0,789,789,789
Sun Dec 12 15:16:04 2021,1639340164,0,789,789,771
Sun Dec 12 15:15:55 2021,1639340155,0,790,790,790
Sun Dec 12 15:15:53 2021,1639340153,0,791,791,791
Sun Dec 12 15:15:59 2021,1639340159,0,791,791,786
Sun Dec 12 15:16:01 2021,1639340161,0,792,792,783
Sun Dec 12 15:15:59 2021,1639340159,0,794,794,786
Sun Dec 12 15:16:02 2021,1639340162,0,794,794,793
Sun Dec 12 15:15:59 2021,1639340159,0,795,795,794
Sun Dec 12 15:15:56 2021,1639340156,0,796,796,793
Sun Dec 12 15:16:00 2021,1639340160,0,796,796,790
Sun Dec 12 15:15:50 2021,1639340150,0,796,796,773
Sun Dec 12 15:16:02 2021,1639340162,0,798,798,797
Sun Dec 12 15:15:57 2021,1639340157,0,799,800,799
Sun Dec 12 15:15:59 2021,1639340159,0,801,801,797
Sun Dec 12 15:15:50 2021,1639340150,0,802,802,802
Sun Dec 12 15:16:04 2021,1639340164,0,802,802,802
Sun Dec 12 15:15:51 2021,1639340151,0,803,803,802
Sun Dec 12 15:16:02 2021,1639340162,0,805,805,753
Sun Dec 12 15:15:55 2021,1639340155,0,806,806,784
Sun Dec 12 15:15:57 2021,1639340157,0,806,806,804
Sun Dec 12 15:16:04 2021,1639340164,0,806,806,771
Sun Dec 12 15:15:56 2021,1639340156,0,806,806,806
Sun Dec 12 15:15:54 2021,1639340154,0,806,806,766
Sun Dec 12 15:15:51 2021,1639340151,0,807,807,787
Sun Dec 12 15:15:50 2021,1639340150,0,808,808,807
Sun Dec 12 15:16:02 2021,1639340162,0,808,809,799
Sun Dec 12 15:15:54 2021,1639340154,0,809,809,808
Sun Dec 12 15:15:54 2021,1639340154,0,810,810,809
Sun Dec 12 15:16:03 2021,1639340163,0,810,810,807
Sun Dec 12 15:15:54 2021,1639340154,0,810,810,809
Sun Dec 12 15:15:55 2021,1639340155,0,813,813,796
Sun Dec 12 15:15:50 2021,1639340150,0,814,814,808
Sun Dec 12 15:16:00 2021,1639340160,0,815,815,813
Sun Dec 12 15:15:52 2021,1639340152,0,815,815,811
Sun Dec 12 15:15:54 2021,1639340154,0,815,815,814
Sun Dec 12 15:16:04 2021,1639340164,0,816,816,795
Sun Dec 12 15:15:50 2021,1639340150,0,817,817,809
Sun Dec 12 15:16:02 2021,1639340162,0,818,818,818
Sun Dec 12 15:16:04 2021,1639340164,0,818,818,799
Sun Dec 12 15:15:55 2021,1639340155,0,823,823,823
Sun Dec 12 15:16:00 2021,1639340160,0,824,824,805
Sun Dec 12 15:15:59 2021,1639340159,0,825,825,812
Sun Dec 12 15:16:01 2021,1639340161,0,826,826,823
Sun Dec 12 15:15:56 2021,1639340156,0,828,828,819
Sun Dec 12 15:16:02 2021,1639340162,0,828,828,817
Sun Dec 12 15:15:54 2021,1639340154,0,829,829,829
Sun Dec 12 15:15:50 2021,1639340150,0,830,830,811
Sun Dec 12 15:16:04 2021,1639340164,0,831,831,804
Sun Dec 12 15:15:54 2021,1639340154,0,832,832,818
Sun Dec 12 15:15:54 2021,1639340154,0,832,832,832
Sun Dec 12 15:16:04 2021,1639340164,0,833,833,812
Sun Dec 12 15:15:57 2021,1639340157,0,833,833,833
Sun Dec 12 15:16:01 2021,1639340161,0,834,834,811
Sun Dec 12 15:15:59 2021,1639340159,0,835,835,834
Sun Dec 12 15:15:55 2021,1639340155,0,836,836,824
Sun Dec 12 15:15:57 2021,1639340157,0,838,839,809
Sun Dec 12 15:15:51 2021,1639340151,0,840,840,808
Sun Dec 12 15:16:01 2021,1639340161,0,840,840,839
Sun Dec 12 15:15:57 2021,1639340157,0,840,840,840
Sun Dec 12 15:15:54 2021,1639340154,0,845,845,844
Sun Dec 12 15:16:01 2021,1639340161,0,846,846,835
Sun Dec 12 15:16:02 2021,1639340162,0,846,846,844
Sun Dec 12 15:15:53 2021,1639340153,0,846,846,831
Sun Dec 12 15:16:01 2021,1639340161,0,847,848,844
Sun Dec 12 15:15:50 2021,1639340150,0,849,849,842
Sun Dec 12 15:16:02 2021,1639340162,0,850,850,830
Sun Dec 12 15:16:03 2021,1639340163,0,850,851,847
Sun Dec 12 15:15:55 2021,1639340155,0,851,851,850
Sun Dec 12 15:15:52 2021,1639340152,0,854,854,853
Sun Dec 12 15:16:02 2021,1639340162,0,854,854,850
Sun Dec 12 15:15:53 2021,1639340153,0,856,856,855
Sun Dec 12 15:15:50 2021,1639340150,0,856,856,842
Sun Dec 12 15:15:56 2021,1639340156,0,859,859,852
Sun Dec 12 15:15:51 2021,1639340151,0,860,860,852
Sun Dec 12 15:16:01 2021,1639340161,0,861,861,860
Sun Dec 12 15:15:54 2021,1639340154,0,861,861,860
Sun Dec 12 15:16:01 2021,1639340161,0,862,862,851
Sun Dec 12 15:16:02 2021,1639340162,0,863,863,855
Sun Dec 12 15:16:01 2021,1639340161,0,866,866,855
Sun Dec 12 15:15:51 2021,1639340151,0,868,868,868
Sun Dec 12 15:15:55 2021,1639340155,0,869,869,867
Sun Dec 12 15:15:56 2021,1639340156,0,871,871,866
Sun Dec 12 15:15:55 2021,1639340155,0,873,873,870
Sun Dec 12 15:16:02 2021,1639340162,0,873,873,871
Sun Dec 12 15:16:01 2021,1639340161,0,875,875,874
Sun Dec 12 15:16:00 2021,1639340160,0,875,875,870
Sun Dec 12 15:16:02 2021,1639340162,0,876,876,874
Sun Dec 12 15:15:56 2021,1639340156,0,877,878,877
Sun Dec 12 15:15:51 2021,1639340151,0,881,881,880
Sun Dec 12 15:15:55 2021,1639340155,0,884,884,874
Sun Dec 12 15:15:51 2021,1639340151,0,885,885,882
Sun Dec 12 15:15:59 2021,1639340159,0,886,887,824
Sun Dec 12 15:15:50 2021,1639340150,0,887,887,869
Sun Dec 12 15:15:54 2021,1639340154,0,887,887,887
Sun Dec 12 15:15:54 2021,1639340154,0,888,888,886
Sun Dec 12 15:16:00 2021,1639340160,0,891,891,883
Sun Dec 12 15:15:50 2021,1639340150,0,891,891,878
Sun Dec 12 15:15:56 2021,1639340156,0,893,893,893
Sun Dec 12 15:15:54 2021,1639340154,0,894,894,886
Sun Dec 12 15:16:01 2021,1639340161,0,896,896,878
Sun Dec 12 15:16:00 2021,1639340160,0,901,901,901
Sun Dec 12 15:15:53 2021,1639340153,0,903,903,891
Sun Dec 12 15:15:54 2021,1639340154,0,905,905,905
Sun Dec 12 15:15:50 2021,1639340150,0,907,907,905
Sun Dec 12 15:16:03 2021,1639340163,0,907,907,906
Sun Dec 12 15:15:55 2021,1639340155,0,909,909,908
Sun Dec 12 15:15:51 2021,1639340151,0,909,909,891
Sun Dec 12 15:16:01 2021,1639340161,0,909,909,908
Sun Dec 12 15:16:04 2021,1639340164,0,909,909,889
Sun Dec 12 15:16:00 2021,1639340160,0,909,909,905
Sun Dec 12 15:16:01 2021,1639340161,0,909,910,907
Sun Dec 12 15:15:53 2021,1639340153,0,913,913,887
Sun Dec 12 15:15:57 2021,1639340157,0,914,914,846
Sun Dec 12 15:16:00 2021,1639340160,0,914,914,914
Sun Dec 12 15:16:02 2021,1639340162,0,915,915,914
Sun Dec 12 15:15:51 2021,1639340151,0,916,916,916
Sun Dec 12 15:16:00 2021,1639340160,0,917,917,902
Sun Dec 12 15:16:01 2021,1639340161,0,917,917,916
Sun Dec 12 15:15:56 2021,1639340156,0,918,918,917
Sun Dec 12 15:15:53 2021,1639340153,0,918,918,886
Sun Dec 12 15:15:53 2021,1639340153,0,919,919,896
Sun Dec 12 15:15:53 2021,1639340153,0,920,921,913
Sun Dec 12 15:16:00 2021,1639340160,0,921,921,921
Sun Dec 12 15:16:03 2021,1639340163,0,923,923,920
Sun Dec 12 15:15:56 2021,1639340156,0,926,926,925
Sun Dec 12 15:15:55 2021,1639340155,0,927,927,926
Sun Dec 12 15:15:54 2021,1639340154,0,927,927,926
Sun Dec 12 15:15:55 2021,1639340155,0,928,928,928
Sun Dec 12 15:15:57 2021,1639340157,0,929,929,928
Sun Dec 12 15:15:59 2021,1639340159,0,929,929,926
Sun Dec 12 15:15:53 2021,1639340153,0,929,929,928
Sun Dec 12 15:15:51 2021,1639340151,0,930,930,908
Sun Dec 12 15:16:00 2021,1639340160,0,930,930,927
Sun Dec 12 15:16:02 2021,1639340162,0,933,933,933
Sun Dec 12 15:15:50 2021,1639340150,0,933,933,932
Sun Dec 12 15:16:00 2021,1639340160,0,934,934,927
Sun Dec 12 15:15:55 2021,1639340155,0,940,940,938
Sun Dec 12 15:16:04 2021,1639340164,0,942,942,907
Sun Dec 12 15:15:51 2021,1639340151,0,942,942,940
Sun Dec 12 15:15:56 2021,1639340156,0,946,946,945
Sun Dec 12 15:16:00 2021,1639340160,0,955,955,954
Sun Dec 12 15:15:50 2021,1639340150,0,957,958,947
Sun Dec 12 15:16:01 2021,1639340161,0,958,958,955
Sun Dec 12 15:15:56 2021,1639340156,0,959,959,957
Sun Dec 12 15:16:01 2021,1639340161,0,962,962,959
Sun Dec 12 15:16:01 2021,1639340161,0,964,964,963
Sun Dec 12 15:16:04 2021,1639340164,0,965,965,901
Sun Dec 12 15:16:00 2021,1639340160,0,965,965,965
Sun Dec 12 15:15:59 2021,1639340159,0,966,966,965
Sun Dec 12 15:15:54 2021,1639340154,0,966,966,966
Sun Dec 12 15:15:51 2021,1639340151,0,969,969,954
Sun Dec 12 15:16:00 2021,1639340160,0,970,970,968
Sun Dec 12 15:15:55 2021,1639340155,0,970,970,969
Sun Dec 12 15:15:51 2021,1639340151,0,974,974,965
Sun Dec 12 15:15:56 2021,1639340156,0,976,976,973
Sun Dec 12 15:16:00 2021,1639340160,0,977,977,966
Sun Dec 12 15:15:54 2021,1639340154,0,978,978,978
Sun Dec 12 15:15:51 2021,1639340151,0,979,979,946
Sun Dec 12 15:15:54 2021,1639340154,0,980,980,979
Sun Dec 12 15:15:53 2021,1639340153,0,981,981,977
Sun Dec 12 15:15:59 2021,1639340159,0,984,984,961
Sun Dec 12 15:16:00 2021,1639340160,0,986,986,971
Sun Dec 12 15:15:56 2021,1639340156,0,993,993,991
Sun Dec 12 15:15:59 2021,1639340159,0,995,995,995
Sun Dec 12 15:16:00 2021,1639340160,0,999,999,991
Sun Dec 12 15:15:55 2021,1639340155,0,1010,1010,1009
Sun Dec 12 15:15:50 2021,1639340150,0,1014,1014,1005
Sun Dec 12 15:15:55 2021,1639340155,0,1018,1018,974
Sun Dec 12 15:15:54 2021,1639340154,0,1021,1021,1021
Sun Dec 12 15:15:59 2021,1639340159,0,1022,1022,1016
Sun Dec 12 15:15:51 2021,1639340151,0,1025,1025,1024
Sun Dec 12 15:16:01 2021,1639340161,0,1034,1034,1034
Sun Dec 12 15:16:00 2021,1639340160,0,1039,1039,1012
Sun Dec 12 15:15:54 2021,1639340154,0,1046,1046,1029
Sun Dec 12 15:15:51 2021,1639340151,0,1048,1048,1037
Sun Dec 12 15:15:50 2021,1639340150,0,1056,1056,1039
Sun Dec 12 15:15:59 2021,1639340159,0,1059,1059,1031
Sun Dec 12 15:15:51 2021,1639340151,0,1072,1072,1071
Sun Dec 12 15:16:00 2021,1639340160,0,1074,1074,1073
Sun Dec 12 15:16:00 2021,1639340160,0,1083,1083,1074
Sun Dec 12 15:16:01 2021,1639340161,0,1098,1098,1097
Sun Dec 12 15:15:59 2021,1639340159,0,1103,1103,1099
Sun Dec 12 15:16:03 2021,1639340163,0,1110,1110,1083
Sun Dec 12 15:16:02 2021,1639340162,0,1120,1120,1120
Sun Dec 12 15:15:51 2021,1639340151,0,1135,1135,1127
Sun Dec 12 15:16:05 2021,1639340165,0,1138,1138,1138
Sun Dec 12 15:15:51 2021,1639340151,0,1143,1143,1134
Sun Dec 12 15:15:59 2021,1639340159,0,1149,1149,1149
Sun Dec 12 15:16:05 2021,1639340165,0,1156,1156,1156
Sun Dec 12 15:16:02 2021,1639340162,0,1158,1158,1158
Sun Dec 12 15:16:02 2021,1639340162,0,1182,1182,1180
Sun Dec 12 15:16:05 2021,1639340165,0,1184,1184,1183
Sun Dec 12 15:16:05 2021,1639340165,0,1198,1198,1197
Sun Dec 12 15:16:05 2021,1639340165,0,1207,1208,1207
Sun Dec 12 15:15:52 2021,1639340152,0,1209,1209,1194
Sun Dec 12 15:16:05 2021,1639340165,0,1210,1210,1209
Sun Dec 12 15:16:05 2021,1639340165,0,1213,1213,1212
Sun Dec 12 15:16:05 2021,1639340165,0,1223,1223,1214
Sun Dec 12 15:16:05 2021,1639340165,0,1225,1225,1224
Sun Dec 12 15:16:05 2021,1639340165,0,1229,1229,1229
Sun Dec 12 15:16:05 2021,1639340165,0,1232,1232,1229
Sun Dec 12 15:15:59 2021,1639340159,0,1233,1233,1211
Sun Dec 12 15:16:05 2021,1639340165,0,1235,1235,1234
Sun Dec 12 15:16:05 2021,1639340165,0,1242,1242,1241
Sun Dec 12 15:16:05 2021,1639340165,0,1247,1247,1247
Sun Dec 12 15:16:05 2021,1639340165,0,1270,1270,1270
Sun Dec 12 15:16:02 2021,1639340162,0,1270,1270,1259
Sun Dec 12 15:16:05 2021,1639340165,0,1271,1271,1262
Sun Dec 12 15:16:05 2021,1639340165,0,1281,1281,1281
Sun Dec 12 15:16:05 2021,1639340165,0,1283,1283,1277
Sun Dec 12 15:16:04 2021,1639340164,0,1298,1298,1297
Sun Dec 12 15:16:05 2021,1639340165,0,1298,1298,1298
Sun Dec 12 15:15:54 2021,1639340154,0,1300,1300,1299
